Model,Augmentation_Ratio,Real_Training_Samples,Synthetic_Training_Samples,Total_Training_Samples,Test_Samples,Accuracy,Precision,Recall,F1,ROC_AUC
Logistic Regression,150,242,363,605,61,0.8360655737704918,0.78125,0.8928571428571429,0.8333333333333334,0.9393939393939394
